MONTH,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY,DEPARTURE_DELAY,DISTANCE
1,AA,ABQ,DFW,1.0,-3.0,569
1,AA,ATL,DFW,-7.0,-2.0,731
1,AA,ATL,MIA,-1.5,-3.0,594
1,AA,AUS,DFW,-5.0,-4.0,190
1,AA,AUS,JFK,-3.0,-5.0,1521
1,AA,AUS,LAX,-16.0,-6.0,1242
1,AA,AUS,ORD,-6.0,-5.0,978
1,AA,BDL,DFW,-2.0,0.0,1471
1,AA,BDL,MIA,2.0,-2.0,1194
1,AA,BHM,DFW,-10.0,-5.0,597
1,AA,BNA,DFW,-8.0,-4.0,631
1,AA,BNA,LAX,-11.0,-3.0,1797
1,AA,BNA,MIA,5.0,-3.0,806
1,AA,BOS,DFW,-7.0,-3.0,1562
1,AA,BOS,JFK,-3.0,-5.0,187
1,AA,BOS,LAX,-7.0,-2.0,2611
1,AA,BOS,MIA,-4.0,-3.0,1258
1,AA,BOS,ORD,-5.0,-3.0,867
1,AA,BWI,DFW,-6.0,-1.0,1217
1,AA,BWI,MIA,-1.0,-2.0,946
1,AA,CLE,DFW,-6.0,-3.0,1021
1,AA,CLT,DFW,-7.0,-4.0,936
1,AA,CLT,IAH,-5.0,-3.0,912
1,AA,CLT,JFK,7.5,-2.0,541
1,AA,CLT,MIA,-1.5,-1.0,650
1,AA,CLT,ORD,-6.0,-3.0,599
1,AA,CMH,DFW,-11.0,-4.0,926
1,AA,CMH,LAX,-6.5,7.0,1995
1,AA,COS,DFW,5.0,-3.0,592
1,AA,DAY,DFW,-11.0,-3.0,861
1,AA,DCA,DFW,-6.0,-2.0,1192
1,AA,DCA,JFK,24.0,14.0,213
1,AA,DCA,LAX,-15.5,-1.0,2311
1,AA,DCA,MIA,-5.0,-2.0,919
1,AA,DCA,ORD,-7.0,-4.0,612
1,AA,DEN,DFW,3.0,1.0,641
1,AA,DEN,MIA,5.0,8.0,1709
1,AA,DEN,ORD,4.5,1.5,888
1,AA,DFW,ABQ,-2.0,1.0,569
1,AA,DFW,ATL,-1.0,-1.0,731
1,AA,DFW,AUS,0.5,-2.0,190
1,AA,DFW,BDL,0.5,0.0,1471
1,AA,DFW,BHM,-1.0,-2.0,597
1,AA,DFW,BNA,-2.0,-2.0,631
1,AA,DFW,BOS,0.0,1.0,1562
1,AA,DFW,BWI,4.5,-1.0,1217
1,AA,DFW,CLE,-0.5,0.0,1021
1,AA,DFW,CLT,-3.0,-1.0,936
1,AA,DFW,CMH,-1.0,-3.0,926
1,AA,DFW,COS,-1.0,-1.0,592
1,AA,DFW,DAY,0.0,-3.0,861
1,AA,DFW,DCA,1.0,-0.5,1192
1,AA,DFW,DEN,-1.0,0.0,641
1,AA,DFW,DSM,4.0,-1.5,624
1,AA,DFW,DTW,1.0,-1.0,986
1,AA,DFW,EGE,-0.5,0.0,721
1,AA,DFW,ELP,-1.0,0.0,551
1,AA,DFW,EWR,6.0,-1.0,1372
1,AA,DFW,FAT,-10.0,-1.0,1313
1,AA,DFW,FLL,-2.5,0.0,1119
1,AA,DFW,GUC,-4.0,-2.0,678
1,AA,DFW,HDN,2.0,0.0,769
1,AA,DFW,HNL,3.5,4.5,3784
1,AA,DFW,HOU,-4.5,-3.0,247
1,AA,DFW,IAD,0.0,-1.5,1172
1,AA,DFW,IAH,0.0,-2.0,224
1,AA,DFW,ICT,-3.5,-3.0,328
1,AA,DFW,IND,3.0,0.0,761
1,AA,DFW,JAC,-1.0,0.0,1047
1,AA,DFW,JAX,-3.0,-2.0,918
1,AA,DFW,JFK,4.0,4.0,1391
1,AA,DFW,LAS,-9.0,-2.0,1055
1,AA,DFW,LAX,-6.0,1.0,1235
1,AA,DFW,LGA,-3.0,-1.0,1389
1,AA,DFW,LIT,42.0,35.5,304
1,AA,DFW,MCI,0.0,0.0,460
1,AA,DFW,MCO,-1.0,-1.0,985
1,AA,DFW,MEM,-2.0,-0.5,432
1,AA,DFW,MFE,-1.0,-2.0,469
1,AA,DFW,MIA,0.0,1.0,1121
1,AA,DFW,MKE,-5.0,-3.0,853
1,AA,DFW,MSP,0.0,-2.0,852
1,AA,DFW,MSY,-3.0,-2.0,447
1,AA,DFW,MTJ,38.0,33.0,722
1,AA,DFW,OGG,3.5,1.5,3711
1,AA,DFW,OKC,-1.0,-2.0,175
1,AA,DFW,OMA,-3.0,-3.0,583
1,AA,DFW,ONT,-7.0,0.0,1188
1,AA,DFW,ORD,1.0,0.0,802
1,AA,DFW,ORF,3.0,5.0,1212
1,AA,DFW,PBI,1.0,1.0,1102
1,AA,DFW,PDX,-5.0,1.0,1616
1,AA,DFW,PHL,4.0,2.0,1303
1,AA,DFW,PHX,-6.0,1.0,868
1,AA,DFW,PIT,-0.5,-1.0,1067
1,AA,DFW,PSP,-2.0,1.0,1126
1,AA,DFW,RDU,1.0,0.0,1061
1,AA,DFW,RIC,2.0,-1.0,1158
1,AA,DFW,RNO,-6.0,0.0,1345
1,AA,DFW,RSW,-1.5,1.0,1017
1,AA,DFW,SAN,-3.5,2.0,1171
1,AA,DFW,SAT,0.0,-1.0,247
1,AA,DFW,SDF,0.5,-0.5,733
1,AA,DFW,SEA,-3.0,3.0,1660
1,AA,DFW,SFO,-5.0,4.0,1464
1,AA,DFW,SJC,-14.0,1.0,1438
1,AA,DFW,SJU,-2.5,3.5,2165
1,AA,DFW,SLC,-3.5,2.0,989
1,AA,DFW,SMF,-11.0,0.0,1431
1,AA,DFW,SNA,-7.0,0.0,1205
1,AA,DFW,STL,-3.0,-3.0,550
1,AA,DFW,TPA,-1.0,-1.5,929
1,AA,DFW,TUL,-3.0,-1.0,237
1,AA,DFW,TUS,-6.0,-1.0,813
1,AA,DSM,DFW,-8.0,-1.0,624
1,AA,DTW,DFW,-9.0,-3.0,986
1,AA,DTW,MIA,-7.0,-2.0,1145
1,AA,DTW,PHX,5.0,1.0,1671
1,AA,EGE,DFW,-10.0,-6.0,721
1,AA,EGE,JFK,0.0,-3.0,1746
1,AA,EGE,LAX,-14.0,-6.5,748
1,AA,EGE,MIA,8.0,-2.0,1810
1,AA,EGE,ORD,-5.5,-2.5,1007
1,AA,ELP,DFW,-1.0,-1.0,551
1,AA,EWR,DFW,1.0,-1.0,1372
1,AA,EWR,MIA,1.0,-1.0,1085
1,AA,EWR,PHX,6.0,2.0,2133
1,AA,FAT,DFW,6.0,0.0,1313
1,AA,FLL,DFW,-7.0,-1.0,1119
1,AA,FLL,ORD,-8.5,-2.0,1182
1,AA,GUC,DFW,5.0,-3.0,678
1,AA,HDN,DFW,-2.0,-4.0,769
1,AA,HNL,DFW,0.5,-3.5,3784
1,AA,HNL,LAX,-11.0,-7.0,2556
1,AA,HOU,DFW,-5.0,-7.0,247
1,AA,IAD,DFW,-8.0,-2.0,1172
1,AA,IAD,LAX,-11.5,-2.0,2288
1,AA,IAD,MIA,6.5,-2.0,921
1,AA,IAH,CLT,-16.0,-6.0,912
1,AA,IAH,DFW,-7.0,-5.0,224
1,AA,IAH,MIA,-4.0,-5.5,964
1,AA,ICT,DFW,-7.0,-2.5,328
1,AA,IND,DFW,-11.0,-3.0,761
1,AA,IND,LAX,-15.0,-1.0,1814
1,AA,JAC,DFW,-9.0,-9.0,1047
1,AA,JAX,DFW,-9.0,-2.0,918
1,AA,JFK,AUS,-9.0,-1.0,1521
1,AA,JFK,BOS,3.0,-1.0,187
1,AA,JFK,CLT,-2.5,0.0,541
1,AA,JFK,DCA,12.0,-1.0,213
1,AA,JFK,DFW,-12.0,2.0,1391
1,AA,JFK,EGE,2.5,2.0,1746
1,AA,JFK,LAS,-3.0,-2.0,2248
1,AA,JFK,LAX,-15.0,-3.0,2475
1,AA,JFK,MCO,-2.0,-4.0,944
1,AA,JFK,MIA,3.0,1.0,1089
1,AA,JFK,ORD,-2.0,1.0,740
1,AA,JFK,SAN,-6.0,1.0,2446
1,AA,JFK,SEA,16.0,15.5,2422
1,AA,JFK,SFO,-10.0,-2.0,2586
1,AA,JFK,SJU,2.0,4.0,1598
1,AA,JFK,STT,-2.0,-1.0,1623
1,AA,KOA,LAX,-11.0,-4.5,2504
1,AA,LAS,DFW,0.0,-4.0,1055
1,AA,LAS,JFK,-7.5,-2.0,2248
1,AA,LAS,LAX,-5.0,-5.0,236
1,AA,LAS,MIA,1.0,-3.0,2174
1,AA,LAS,ORD,0.0,-3.5,1514
1,AA,LAX,AUS,1.5,-6.0,1242
1,AA,LAX,BNA,-1.5,-5.0,1797
1,AA,LAX,BOS,-3.0,-3.0,2611
1,AA,LAX,CMH,-2.5,-1.0,1995
1,AA,LAX,DCA,-2.0,-4.0,2311
1,AA,LAX,DFW,-1.0,-3.0,1235
1,AA,LAX,EGE,-8.0,-5.0,748
1,AA,LAX,HNL,-10.0,-2.0,2556
1,AA,LAX,IAD,2.0,-4.0,2288
1,AA,LAX,IND,-1.0,-2.5,1814
1,AA,LAX,JFK,-7.0,-4.0,2475
1,AA,LAX,KOA,-7.5,-3.0,2504
1,AA,LAX,LAS,-6.0,-4.0,236
1,AA,LAX,LIH,-0.5,-3.0,2615
1,AA,LAX,MCO,-3.0,-5.0,2218
1,AA,LAX,MIA,-1.0,-3.0,2342
1,AA,LAX,OGG,-6.0,-3.0,2486
1,AA,LAX,ORD,-1.0,-4.0,1744
1,AA,LAX,PBI,6.0,-5.0,2330
1,AA,LAX,PDX,20.0,1.0,834
1,AA,LAX,SFO,-7.0,-3.0,337
1,AA,LAX,STL,-1.0,-5.0,1592
1,AA,LAX,TPA,3.5,-5.0,2158
1,AA,LGA,DFW,-7.0,-3.0,1389
1,AA,LGA,MIA,-1.0,-3.0,1096
1,AA,LGA,ORD,-8.0,-4.0,733
1,AA,LGA,PBI,-6.0,-5.0,1035
1,AA,LIH,LAX,-13.0,-2.5,2615
1,AA,LIT,DFW,3.0,1.0,304
1,AA,MCI,DFW,-7.0,-5.0,460
1,AA,MCO,DFW,-7.0,-3.0,985
1,AA,MCO,JFK,4.0,-1.0,944
1,AA,MCO,LAX,-3.5,-1.0,2218
1,AA,MCO,MIA,-4.0,-3.0,192
1,AA,MCO,ORD,0.5,-2.0,1005
1,AA,MEM,DFW,-6.0,-4.0,432
1,AA,MFE,DFW,-9.5,-5.0,469
1,AA,MIA,ATL,-1.5,-1.0,594
1,AA,MIA,BDL,0.0,-1.0,1194
1,AA,MIA,BNA,21.0,4.0,806
1,AA,MIA,BOS,-1.0,1.0,1258
1,AA,MIA,BWI,-1.0,-2.0,946
1,AA,MIA,CLT,-7.0,-2.0,650
1,AA,MIA,DCA,-2.0,-2.0,919
1,AA,MIA,DEN,-5.0,-2.0,1709
1,AA,MIA,DFW,-5.0,0.0,1121
1,AA,MIA,DTW,-1.0,-3.0,1145
1,AA,MIA,EGE,-7.0,-1.0,1810
1,AA,MIA,EWR,7.0,0.0,1085
1,AA,MIA,IAD,8.0,0.0,921
1,AA,MIA,IAH,-3.5,-2.0,964
1,AA,MIA,JFK,7.0,6.0,1089
1,AA,MIA,LAS,-4.5,-1.0,2174
1,AA,MIA,LAX,-8.0,2.0,2342
1,AA,MIA,LGA,0.0,0.0,1096
1,AA,MIA,MCO,-3.0,-2.0,192
1,AA,MIA,MSP,3.0,7.0,1501
1,AA,MIA,MSY,-7.0,-4.5,675
1,AA,MIA,ORD,-1.5,-1.0,1197
1,AA,MIA,PHL,-1.0,-2.0,1013
1,AA,MIA,PHX,-12.0,-1.0,1972
1,AA,MIA,RDU,-2.0,0.0,700
1,AA,MIA,SAN,-4.0,-1.0,2267
1,AA,MIA,SEA,-0.5,0.5,2724
1,AA,MIA,SFO,-11.0,1.0,2585
1,AA,MIA,SJU,-2.0,0.0,1045
1,AA,MIA,STL,4.0,1.0,1068
1,AA,MIA,STT,2.0,3.5,1107
1,AA,MIA,STX,-5.0,-2.0,1139
1,AA,MIA,TPA,-7.0,-2.0,204
1,AA,MIA,TUL,0.0,-1.0,1168
1,AA,MKE,DFW,-21.0,-4.0,853
1,AA,MSP,DFW,-6.0,-1.0,852
1,AA,MSP,MIA,1.0,-1.0,1501
1,AA,MSP,ORD,-1.5,0.0,334
1,AA,MSY,DFW,-9.0,-4.0,447
1,AA,MSY,MIA,-7.0,-3.0,675
1,AA,MTJ,DFW,31.0,29.0,722
1,AA,OGG,DFW,-5.0,-3.5,3711
1,AA,OGG,LAX,-13.0,-6.0,2486
1,AA,OKC,DFW,-7.0,-5.0,175
1,AA,OMA,DFW,-10.0,-5.0,583
1,AA,ONT,DFW,-1.0,-3.0,1188
1,AA,ORD,AUS,-2.0,-1.0,978
1,AA,ORD,BOS,-1.0,0.0,867
1,AA,ORD,CLT,-9.0,5.0,599
1,AA,ORD,DCA,-3.0,-3.0,612
1,AA,ORD,DEN,3.0,-0.5,888
1,AA,ORD,DFW,-3.0,0.0,802
1,AA,ORD,EGE,-5.0,-2.0,1007
1,AA,ORD,FLL,-10.0,-1.0,1182
1,AA,ORD,JFK,0.0,2.5,740
1,AA,ORD,LAS,-5.0,1.0,1514
1,AA,ORD,LAX,-8.0,2.0,1744
1,AA,ORD,LGA,-1.5,0.0,733
1,AA,ORD,MCO,-4.0,-1.0,1005
1,AA,ORD,MIA,-5.0,-1.0,1197
1,AA,ORD,MSP,-1.0,-1.0,334
1,AA,ORD,PBI,1.0,1.5,1144
1,AA,ORD,PDX,-7.0,0.0,1739
1,AA,ORD,PHX,-8.0,0.0,1440
1,AA,ORD,PSP,-3.5,-2.0,1652
1,AA,ORD,RDU,-1.0,-1.0,646
1,AA,ORD,RNO,-1.0,7.0,1671
1,AA,ORD,RSW,-5.0,-1.0,1120
1,AA,ORD,SAN,-6.0,0.5,1723
1,AA,ORD,SEA,-3.0,0.0,1721
1,AA,ORD,SFO,-5.0,3.0,1846
1,AA,ORD,SJC,-5.0,0.0,1829
1,AA,ORD,SJU,1.0,0.0,2072
1,AA,ORD,SNA,-4.0,-1.0,1726
1,AA,ORD,STL,0.0,1.0,258
1,AA,ORD,TPA,0.0,-1.0,1012
1,AA,ORD,TUL,-4.5,0.0,585
1,AA,ORD,TUS,-7.0,-2.0,1437
1,AA,ORF,DFW,-1.0,-3.0,1212
1,AA,PBI,DFW,-6.0,-3.0,1102
1,AA,PBI,LAX,-12.0,-1.0,2330
1,AA,PBI,LGA,-2.0,2.0,1035
1,AA,PBI,ORD,-3.5,-2.0,1144
1,AA,PDX,DFW,-4.5,-4.0,1616
1,AA,PDX,LAX,-16.0,-6.0,834
1,AA,PDX,ORD,-6.5,-4.5,1739
1,AA,PHL,CLT,-6.0,-7.0,449
1,AA,PHL,DFW,-7.0,-3.0,1303
1,AA,PHL,MIA,-11.0,-4.0,1013
1,AA,PHX,DFW,5.0,-1.0,868
1,AA,PHX,DTW,-5.0,-4.0,1671
1,AA,PHX,EWR,-1.0,1.0,2133
1,AA,PHX,MIA,7.0,-1.0,1972
1,AA,PHX,ORD,2.5,-2.5,1440
1,AA,PHX,SNA,2.0,-2.0,338
1,AA,PIT,DFW,-4.0,-3.0,1067
1,AA,PSP,DFW,1.0,-2.0,1126
1,AA,PSP,ORD,1.0,0.0,1652
1,AA,RDU,DFW,-9.5,-4.0,1061
1,AA,RDU,MIA,-5.0,-4.0,700
1,AA,RDU,ORD,-6.5,-5.5,646
1,AA,RIC,DFW,-10.0,-1.0,1158
1,AA,RNO,DFW,0.0,-1.0,1345
1,AA,RNO,ORD,-7.0,-3.0,1671
1,AA,RSW,DFW,-2.0,-2.0,1017
1,AA,RSW,ORD,-1.0,-3.0,1120
1,AA,SAN,DFW,-5.0,-4.0,1171
1,AA,SAN,JFK,-16.5,-5.0,2446
1,AA,SAN,MIA,-8.0,-9.0,2267
1,AA,SAN,ORD,-6.0,-3.0,1723
1,AA,SAT,DFW,-7.0,-6.0,247
1,AA,SDF,DFW,11.0,1.5,733
1,AA,SEA,DFW,-1.0,-3.0,1660
1,AA,SEA,JFK,-12.0,-4.0,2422
1,AA,SEA,MIA,1.0,-2.0,2724
1,AA,SEA,ORD,2.0,-1.0,1721
1,AA,SFO,DFW,2.0,-2.0,1464
1,AA,SFO,JFK,1.0,-4.0,2586
1,AA,SFO,LAX,-5.0,-5.0,337
1,AA,SFO,MIA,-0.5,-2.5,2585
1,AA,SFO,ORD,5.0,-2.0,1846
1,AA,SJC,DFW,0.0,-4.0,1438
1,AA,SJC,ORD,2.0,-2.0,1829
1,AA,SJU,DFW,-7.0,-5.0,2165
1,AA,SJU,JFK,-5.0,-3.0,1598
1,AA,SJU,MIA,-3.0,-3.0,1045
1,AA,SJU,ORD,0.0,0.0,2072
1,AA,SLC,DFW,2.0,-1.0,989
1,AA,SMF,DFW,2.0,-3.0,1431
1,AA,SNA,DFW,-2.0,-4.0,1205
1,AA,SNA,ORD,0.0,-2.0,1726
1,AA,SNA,PHX,-5.0,-3.0,338
1,AA,STL,DFW,-8.0,-4.0,550
1,AA,STL,LAX,-16.0,-2.0,1592
1,AA,STL,MIA,3.0,0.0,1068
1,AA,STL,ORD,-6.5,-7.0,258
1,AA,STT,JFK,-6.0,-5.0,1623
1,AA,STT,MIA,-6.0,-5.0,1107
1,AA,STX,MIA,-4.0,-1.0,1139
1,AA,TPA,DFW,-6.0,-3.0,929
1,AA,TPA,LAX,-3.5,-5.0,2158
1,AA,TPA,MIA,-3.0,-4.0,204
1,AA,TPA,ORD,-6.0,-3.0,1012
1,AA,TUL,DFW,-9.0,-5.0,237
1,AA,TUL,MIA,7.0,-1.0,1168
1,AA,TUL,ORD,-2.5,-7.5,585
1,AA,TUS,DFW,-7.0,-7.0,813
1,AA,TUS,ORD,-0.5,-7.0,1437
1,AS,ABQ,SEA,-7.0,-10.0,1180
1,AS,ADK,ANC,-4.0,-9.0,1192
1,AS,ADQ,ANC,-11.0,-12.0,253
1,AS,ANC,ADK,-27.0,-12.0,1192
1,AS,ANC,ADQ,-4.0,-4.0,253
1,AS,ANC,BET,-7.0,-5.0,399
1,AS,ANC,BRW,-2.0,-4.5,725
1,AS,ANC,CDV,-11.0,-5.0,160
1,AS,ANC,FAI,-12.0,-8.0,261
1,AS,ANC,HNL,-15.5,-4.5,2777
1,AS,ANC,JNU,-4.0,-4.0,571
1,AS,ANC,KOA,-27.5,-1.0,2874
1,AS,ANC,LAS,-21.5,-5.0,2304
1,AS,ANC,LAX,-13.0,-4.0,2345
1,AS,ANC,OGG,-17.5,-6.0,2797
1,AS,ANC,OME,-5.0,-6.0,539
1,AS,ANC,ORD,8.0,8.0,2846
1,AS,ANC,OTZ,-5.0,-4.0,548
1,AS,ANC,PDX,-7.0,-5.0,1542
1,AS,ANC,PHX,-17.5,0.0,2552
1,AS,ANC,SCC,-2.0,-3.0,627
1,AS,ANC,SEA,-9.0,-5.0,1448
1,AS,ATL,SEA,-6.0,4.0,2182
1,AS,AUS,SEA,-14.0,-3.0,1770
1,AS,BET,ANC,-8.0,-8.0,399
1,AS,BLI,HNL,-10.0,-7.0,2715
1,AS,BLI,LAS,-4.0,-8.0,954
1,AS,BLI,OGG,-12.0,-7.0,2681
1,AS,BLI,SEA,2.5,-4.0,93
1,AS,BOS,PDX,0.0,-4.0,2537
1,AS,BOS,SAN,-1.0,3.0,2588
1,AS,BOS,SEA,4.5,0.5,2496
1,AS,BRW,ANC,-3.0,-1.0,725
1,AS,BRW,FAI,-1.0,-4.0,503
1,AS,BRW,SCC,-12.0,-13.0,204
1,AS,BUR,SEA,-8.0,-8.0,937
1,AS,BWI,SEA,12.0,-2.0,2335
1,AS,CDV,ANC,-11.0,-12.0,160
1,AS,CDV,YAK,-22.0,-19.0,213
1,AS,DCA,LAX,-19.0,-5.0,2311
1,AS,DCA,PDX,-20.0,-4.0,2350
1,AS,DCA,SEA,-19.0,-6.0,2329
1,AS,DEN,SEA,-5.0,-3.0,1024
1,AS,DFW,PDX,-10.0,-4.0,1616
1,AS,DFW,SEA,-15.0,-1.5,1660
1,AS,DTW,SEA,12.0,3.0,1927
1,AS,EWR,SEA,-10.0,-3.0,2402
1,AS,FAI,ANC,-10.0,-7.0,261
1,AS,FAI,SEA,-3.0,-6.0,1533
1,AS,FLL,SEA,-5.0,1.0,2717
1,AS,GEG,SEA,-2.0,-4.0,224
1,AS,HNL,ANC,-9.5,-1.0,2777
1,AS,HNL,BLI,-24.0,-5.0,2715
1,AS,HNL,OAK,-14.0,-1.0,2409
1,AS,HNL,PDX,-23.0,-6.0,2603
1,AS,HNL,SAN,-8.0,-1.0,2614
1,AS,HNL,SEA,-19.0,-6.0,2677
1,AS,HNL,SJC,-11.0,4.0,2417
1,AS,IAH,SEA,-7.0,0.0,1874
1,AS,JNU,ANC,-14.0,-6.0,571
1,AS,JNU,KTN,-9.0,-3.5,234
1,AS,JNU,PSG,2.5,0.5,123
1,AS,JNU,SEA,-10.0,-9.0,909
1,AS,JNU,SIT,-3.0,-6.0,95
1,AS,JNU,YAK,-5.0,-3.0,199
1,AS,KOA,ANC,-20.0,-6.0,2874
1,AS,KOA,OAK,-10.5,5.5,2378
1,AS,KOA,PDX,-30.0,-8.0,2607
1,AS,KOA,SEA,-23.0,-6.0,2688
1,AS,KOA,SJC,-12.0,5.0,2384
1,AS,KTN,JNU,-20.0,-15.0,234
1,AS,KTN,SEA,-4.0,-7.0,680
1,AS,KTN,SIT,-8.0,-5.0,183
1,AS,KTN,WRG,-5.0,-4.0,82
1,AS,LAS,ANC,-16.5,-2.0,2304
1,AS,LAS,BLI,-15.5,-12.0,954
1,AS,LAS,PDX,-6.0,-5.0,763
1,AS,LAS,SEA,-6.0,-4.0,867
1,AS,LAX,ANC,-14.0,-4.0,2345
1,AS,LAX,DCA,-2.0,-6.0,2311
1,AS,LAX,PDX,-3.5,-4.0,834
1,AS,LAX,SEA,-3.5,-3.0,954
1,AS,LAX,SLC,-12.0,-5.0,590
1,AS,LIH,OAK,-28.0,-9.0,2457
1,AS,LIH,PDX,-25.0,-6.5,2631
1,AS,LIH,SAN,-16.0,-7.0,2676
1,AS,LIH,SEA,-18.0,-4.0,2701
1,AS,LIH,SJC,-18.5,-3.5,2466
1,AS,MCI,SEA,-12.0,-10.0,1489
1,AS,MCO,SAN,-6.0,-2.0,2149
1,AS,MCO,SEA,-10.5,-5.5,2554
1,AS,MSP,SEA,-10.0,-6.0,1399
1,AS,MSY,SEA,3.0,-5.0,2086
1,AS,OAK,HNL,-12.0,-5.0,2409
1,AS,OAK,KOA,-9.5,-8.0,2378
1,AS,OAK,LIH,-11.0,-8.0,2457
1,AS,OAK,OGG,-14.0,-10.0,2349
1,AS,OAK,SEA,-4.0,-6.0,671
1,AS,OGG,ANC,-4.0,6.0,2797
1,AS,OGG,BLI,-17.0,5.5,2681
1,AS,OGG,OAK,-22.0,-7.0,2349
1,AS,OGG,PDX,-24.0,-7.0,2562
1,AS,OGG,SAN,-16.0,-7.0,2541
1,AS,OGG,SEA,-23.5,-4.0,2640
1,AS,OGG,SJC,-25.0,-7.0,2355
1,AS,OGG,SMF,-10.0,-8.0,2404
1,AS,OME,ANC,-5.0,-6.5,539
1,AS,OME,OTZ,-1.0,6.5,183
1,AS,ONT,SEA,-6.0,-7.0,956
1,AS,ORD,ANC,0.0,5.5,2846
1,AS,ORD,PDX,-11.0,-3.0,1739
1,AS,ORD,SEA,-8.0,1.0,1721
1,AS,OTZ,ANC,-9.0,-10.0,548
1,AS,OTZ,OME,3.5,-0.5,183
1,AS,PDX,ANC,-21.0,-3.0,1542
1,AS,PDX,BOS,-6.5,-4.5,2537
1,AS,PDX,DCA,-16.0,-3.0,2350
1,AS,PDX,DFW,-9.0,-1.0,1616
1,AS,PDX,HNL,-12.0,-2.0,2603
1,AS,PDX,KOA,-17.0,-3.0,2607
1,AS,PDX,LAS,-4.0,-6.0,763
1,AS,PDX,LAX,-3.0,-4.5,834
1,AS,PDX,LIH,-7.0,-6.0,2631
1,AS,PDX,OGG,-11.5,-6.0,2562
1,AS,PDX,ORD,-18.0,-5.0,1739
1,AS,PDX,PHX,-1.5,-3.0,1009
1,AS,PDX,PSP,-2.5,-5.0,873
1,AS,PDX,SAN,-5.0,-5.0,933
1,AS,PDX,SEA,2.0,-3.0,129
1,AS,PDX,SFO,-11.0,-4.0,550
1,AS,PDX,SJC,-6.0,-5.0,569
1,AS,PDX,SLC,-16.0,-5.0,630
1,AS,PDX,SNA,-5.0,-6.0,859
1,AS,PHL,SEA,2.0,8.0,2378
1,AS,PHX,ANC,-30.0,-5.0,2552
1,AS,PHX,PDX,-4.0,-3.0,1009
1,AS,PHX,SEA,-3.0,-3.0,1107
1,AS,PSG,JNU,-14.0,-17.0,123
1,AS,PSG,WRG,-2.0,-4.0,31
1,AS,PSP,PDX,-7.0,-5.5,873
1,AS,PSP,SEA,-5.5,-5.0,987
1,AS,PSP,SFO,-10.0,-7.0,421
1,AS,SAN,BOS,-1.0,-5.5,2588
1,AS,SAN,HNL,1.0,-2.0,2614
1,AS,SAN,LIH,-11.5,-2.0,2676
1,AS,SAN,MCO,-3.0,-6.0,2149
1,AS,SAN,OGG,-17.0,-7.0,2541
1,AS,SAN,PDX,-8.0,-7.0,933
1,AS,SAN,SEA,-9.5,-7.0,1050
1,AS,SAN,SLC,-13.0,-9.0,626
1,AS,SAT,SEA,-23.0,-11.0,1774
1,AS,SCC,ANC,-20.0,-20.0,627
1,AS,SCC,BRW,1.5,-1.0,204
1,AS,SEA,ABQ,-16.0,-4.0,1180
1,AS,SEA,ANC,-14.0,0.0,1448
1,AS,SEA,ATL,1.0,1.0,2182
1,AS,SEA,AUS,3.0,-2.0,1770
1,AS,SEA,BLI,8.5,-1.0,93
1,AS,SEA,BOS,-5.5,0.0,2496
1,AS,SEA,BUR,-2.0,-4.0,937
1,AS,SEA,BWI,-20.0,-2.0,2335
1,AS,SEA,DCA,-3.0,-1.0,2329
1,AS,SEA,DEN,-1.0,-2.5,1024
1,AS,SEA,DFW,-1.0,-1.0,1660
1,AS,SEA,DTW,-2.0,-1.0,1927
1,AS,SEA,EWR,0.5,0.0,2402
1,AS,SEA,FAI,-13.0,-1.0,1533
1,AS,SEA,FLL,-10.0,-3.0,2717
1,AS,SEA,GEG,-2.0,-2.0,224
1,AS,SEA,HNL,0.0,1.5,2677
1,AS,SEA,IAH,6.0,-1.0,1874
1,AS,SEA,JNU,-9.5,0.0,909
1,AS,SEA,KOA,3.0,-1.0,2688
1,AS,SEA,KTN,-6.5,-1.0,680
1,AS,SEA,LAS,1.0,-3.0,867
1,AS,SEA,LAX,0.0,-2.0,954
1,AS,SEA,LIH,-6.0,-2.0,2701
1,AS,SEA,MCI,-9.0,-4.0,1489
1,AS,SEA,MCO,-5.0,-3.0,2554
1,AS,SEA,MSP,-14.5,-2.0,1399
1,AS,SEA,MSY,-29.0,-4.0,2086
1,AS,SEA,OAK,0.0,-4.0,671
1,AS,SEA,OGG,2.0,-2.0,2640
1,AS,SEA,ONT,-6.5,-0.5,956
1,AS,SEA,ORD,-3.5,0.5,1721
1,AS,SEA,PDX,2.0,-1.0,129
1,AS,SEA,PHL,9.0,-2.0,2378
1,AS,SEA,PHX,1.0,-1.0,1107
1,AS,SEA,PSP,1.0,0.0,987
1,AS,SEA,SAN,-5.0,-3.0,1050
1,AS,SEA,SAT,-11.0,-4.0,1774
1,AS,SEA,SFO,0.0,-2.0,679
1,AS,SEA,SJC,-2.0,-3.0,697
1,AS,SEA,SLC,-14.0,-4.0,689
1,AS,SEA,SMF,-1.5,-2.0,605
1,AS,SEA,SNA,-5.0,-4.5,978
1,AS,SEA,STL,-7.0,-3.0,1709
1,AS,SEA,TPA,-38.0,-2.0,2520
1,AS,SEA,TUS,-1.5,-2.0,1216
1,AS,SFO,PDX,-3.0,-4.0,550
1,AS,SFO,PSP,0.0,-3.0,421
