MONTH,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY,DEPARTURE_DELAY,DISTANCE
5,OO,PHX,BFL,-4.0,-5.0,425
5,OO,PHX,DRO,-9.0,-5.0,351
5,OO,PHX,ELP,-7.0,-5.0,347
5,OO,PHX,FAT,1.0,-2.0,493
5,OO,PHX,FLG,-6.0,-4.0,119
5,OO,PHX,GJT,-7.5,-5.0,438
5,OO,PHX,LAX,-5.0,-3.0,370
5,OO,PHX,MRY,-4.0,-4.0,598
5,OO,PHX,OAK,-7.0,-1.0,646
5,OO,PHX,PSP,-4.0,-3.0,261
5,OO,PHX,SAT,-5.0,-3.0,843
5,OO,PHX,SBA,-6.0,-5.0,455
5,OO,PHX,SBP,-2.0,-3.0,509
5,OO,PHX,SEA,-13.0,-4.0,1107
5,OO,PHX,SFO,3.0,6.0,651
5,OO,PHX,SLC,-7.0,-5.0,507
5,OO,PHX,TUS,-4.5,-5.0,110
5,OO,PHX,YUM,-7.0,-5.0,160
5,OO,PIA,ATL,-2.0,-4.0,565
5,OO,PIA,IAH,7.0,-4.0,802
5,OO,PIA,ORD,4.0,-4.0,130
5,OO,PIH,SLC,-7.0,-6.0,150
5,OO,PIT,CVG,7.0,14.0,256
5,OO,PIT,DEN,10.0,0.0,1290
5,OO,PIT,IAH,19.0,-8.0,1117
5,OO,PIT,MSP,-1.0,-2.0,726
5,OO,PIT,ORD,-3.5,-2.5,413
5,OO,PLN,DTW,-5.0,-5.0,243
5,OO,PSC,DEN,1.0,-4.0,852
5,OO,PSC,SFO,-15.0,-6.0,620
5,OO,PSC,SLC,-9.0,-9.0,521
5,OO,PSP,DEN,-3.0,-5.0,776
5,OO,PSP,IAH,-7.0,-2.0,1269
5,OO,PSP,LAX,-8.0,-5.0,110
5,OO,PSP,PHX,-2.0,-5.0,261
5,OO,PSP,SFO,1.0,-1.0,421
5,OO,PSP,SLC,-8.0,-8.0,541
5,OO,PUB,DEN,-16.0,-8.0,109
5,OO,PVD,ORD,-7.0,-3.0,849
5,OO,RAP,DEN,-9.0,-6.0,300
5,OO,RAP,MSP,-7.0,-7.0,489
5,OO,RAP,ORD,0.0,-10.0,779
5,OO,RAP,SLC,-9.0,-3.0,508
5,OO,RDD,SFO,-9.0,-6.0,199
5,OO,RDM,DEN,-1.0,-3.0,898
5,OO,RDM,LAX,-5.0,-8.0,726
5,OO,RDM,SFO,-8.0,-6.5,462
5,OO,RDM,SLC,-11.0,-10.0,525
5,OO,RDU,CVG,-11.0,-9.0,390
5,OO,RDU,IAH,-5.5,-1.0,1042
5,OO,RDU,ORD,-21.0,0.0,646
5,OO,RHI,IMT,-29.0,-21.0,67
5,OO,RHI,MSP,0.0,-5.0,190
5,OO,RKS,DEN,-15.0,-5.0,260
5,OO,RNO,DEN,19.0,-8.0,804
5,OO,RNO,LAX,2.0,-4.0,391
5,OO,RNO,SFO,-3.0,-4.0,192
5,OO,RNO,SLC,-2.0,-4.0,422
5,OO,RST,MSP,-13.0,-6.5,76
5,OO,RSW,IAH,7.0,8.0,861
5,OO,SAF,LAX,0.5,0.0,710
5,OO,SAN,BOI,-2.5,-6.5,749
5,OO,SAN,LAX,-8.0,-6.0,109
5,OO,SAN,SEA,-28.0,-5.0,1050
5,OO,SAN,SFO,-7.5,-2.0,447
5,OO,SAN,SLC,-11.0,-6.0,626
5,OO,SAT,DEN,7.5,-4.0,794
5,OO,SAT,IAH,2.0,-2.0,191
5,OO,SAT,LAX,4.0,4.0,1211
5,OO,SAT,ORD,-5.5,-2.5,1041
5,OO,SAT,PHX,2.0,-6.0,843
5,OO,SAT,SFO,-6.0,4.0,1482
5,OO,SAT,SLC,-19.0,-4.5,1087
5,OO,SBA,DEN,-9.0,-5.0,916
5,OO,SBA,LAX,-6.0,-6.0,89
5,OO,SBA,PDX,-9.5,-5.0,784
5,OO,SBA,PHX,-5.0,-7.0,455
5,OO,SBA,SEA,-2.0,-5.0,908
5,OO,SBA,SFO,-6.0,-2.0,262
5,OO,SBN,ATL,-9.0,-5.0,566
5,OO,SBN,DTW,-6.0,-5.0,157
5,OO,SBN,MSP,-1.0,-8.5,411
5,OO,SBN,ORD,-11.5,-4.5,84
5,OO,SBP,LAX,-5.0,-5.0,156
5,OO,SBP,PHX,-6.0,-6.0,509
5,OO,SBP,SFO,-12.0,-2.0,190
5,OO,SDF,MSP,8.0,4.5,604
5,OO,SDF,ORD,8.0,0.0,287
5,OO,SEA,BOI,-11.0,-5.0,399
5,OO,SEA,COS,1.0,-5.0,1068
5,OO,SEA,DEN,15.0,0.0,1024
5,OO,SEA,FAT,3.0,-3.0,748
5,OO,SEA,GEG,-7.0,-4.0,224
5,OO,SEA,KTN,4.0,-5.0,680
5,OO,SEA,LAS,-2.0,-3.0,867
5,OO,SEA,LAX,0.0,-4.0,954
5,OO,SEA,OMA,4.0,-7.0,1368
5,OO,SEA,ONT,-6.0,-3.0,956
5,OO,SEA,PDX,-10.0,-3.0,129
5,OO,SEA,PHX,-8.5,-5.0,1107
5,OO,SEA,SAN,-1.0,8.0,1050
5,OO,SEA,SBA,-1.0,-2.0,908
5,OO,SEA,SFO,0.5,0.0,679
5,OO,SEA,SIT,-3.0,-4.0,861
5,OO,SEA,SJC,-3.0,-3.0,697
5,OO,SEA,SLC,-6.0,-3.0,689
5,OO,SEA,SMF,-7.0,-4.0,605
5,OO,SFO,ABQ,4.0,-1.0,896
5,OO,SFO,ACV,0.0,-2.0,250
5,OO,SFO,AUS,-3.0,-1.0,1504
5,OO,SFO,BFL,-7.5,-6.0,238
5,OO,SFO,BOI,-2.0,-3.0,522
5,OO,SFO,BUR,-4.0,-3.0,326
5,OO,SFO,DFW,2.0,-1.0,1464
5,OO,SFO,EUG,-3.5,-2.0,451
5,OO,SFO,FAT,-6.0,-2.0,158
5,OO,SFO,LAS,0.0,-1.0,414
5,OO,SFO,LAX,0.0,0.0,337
5,OO,SFO,MCI,3.0,0.5,1499
5,OO,SFO,MFR,0.0,-2.0,329
5,OO,SFO,MRY,-1.0,-4.0,77
5,OO,SFO,MSP,-5.0,0.0,1589
5,OO,SFO,OKC,2.5,-2.5,1384
5,OO,SFO,ONT,-2.0,-3.0,363
5,OO,SFO,OTH,6.5,6.0,412
5,OO,SFO,PDX,-1.0,-1.0,550
5,OO,SFO,PHX,-1.0,-2.0,651
5,OO,SFO,PSC,-13.5,-4.5,620
5,OO,SFO,PSP,-4.0,-3.0,421
5,OO,SFO,RDD,-2.5,-2.5,199
5,OO,SFO,RDM,-8.0,-5.5,462
5,OO,SFO,RNO,-5.0,-4.0,192
5,OO,SFO,SAN,-5.0,-1.0,447
5,OO,SFO,SAT,-5.5,-1.0,1482
5,OO,SFO,SBA,-4.0,-3.5,262
5,OO,SFO,SBP,-4.0,-6.0,190
5,OO,SFO,SEA,-2.0,-2.0,679
5,OO,SFO,SLC,-1.0,-2.0,599
5,OO,SFO,SMF,-4.0,-3.0,86
5,OO,SFO,SMX,-2.0,-2.0,216
5,OO,SFO,SNA,-1.0,-3.0,372
5,OO,SFO,STL,-3.0,0.0,1735
5,OO,SFO,TUS,-0.5,-2.0,751
5,OO,SGF,DEN,-2.0,-3.0,637
5,OO,SGF,ORD,-3.0,-1.0,438
5,OO,SGU,DEN,-4.5,-2.0,517
5,OO,SGU,SLC,-7.0,-5.0,272
5,OO,SIT,SEA,-14.5,-7.0,861
5,OO,SJC,DEN,-2.0,-6.5,948
5,OO,SJC,LAX,-1.0,-3.0,308
5,OO,SJC,SEA,-2.0,-2.0,697
5,OO,SJC,SLC,-9.0,-5.0,584
5,OO,SLC,ABQ,-6.0,-3.0,493
5,OO,SLC,AUS,-2.0,-3.0,1086
5,OO,SLC,BIL,-2.0,-4.0,387
5,OO,SLC,BNA,-5.0,-1.0,1404
5,OO,SLC,BOI,-7.0,-3.0,290
5,OO,SLC,BTM,-7.0,-4.0,358
5,OO,SLC,BUR,-7.0,-5.0,574
5,OO,SLC,BZN,-2.5,-5.0,347
5,OO,SLC,CDC,2.0,-6.0,221
5,OO,SLC,COD,-2.0,-5.0,298
5,OO,SLC,COS,-9.0,-5.0,411
5,OO,SLC,CPR,-9.5,-6.0,320
5,OO,SLC,DEN,-4.0,-3.0,391
5,OO,SLC,DFW,-5.0,-4.0,989
5,OO,SLC,EKO,-5.0,-5.0,200
5,OO,SLC,EUG,-19.5,-5.0,618
5,OO,SLC,FAR,1.0,-3.0,866
5,OO,SLC,FAT,-9.0,-5.0,501
5,OO,SLC,FCA,-7.0,-5.0,531
5,OO,SLC,GCC,-6.0,-7.0,410
5,OO,SLC,GEG,-6.0,-4.0,546
5,OO,SLC,GJT,-5.0,-6.0,216
5,OO,SLC,GTF,-9.0,-6.0,463
5,OO,SLC,HLN,-10.0,-6.0,402
5,OO,SLC,IAH,8.0,-2.0,1195
5,OO,SLC,IDA,-5.0,-5.0,188
5,OO,SLC,JAC,-7.0,-4.0,205
5,OO,SLC,LAS,-6.0,-3.0,368
5,OO,SLC,LAX,-3.0,-3.0,590
5,OO,SLC,LGB,-6.0,-3.0,588
5,OO,SLC,LWS,-5.0,-6.0,461
5,OO,SLC,MCI,0.5,-3.5,920
5,OO,SLC,MFR,-14.0,-4.0,575
5,OO,SLC,MSN,-11.5,-5.0,1174
5,OO,SLC,MSO,-9.0,-4.0,436
5,OO,SLC,MSP,-17.0,-4.0,991
5,OO,SLC,OAK,-5.0,-5.0,588
5,OO,SLC,OKC,-1.0,-2.0,866
5,OO,SLC,OMA,-3.0,-3.0,840
5,OO,SLC,ONT,-6.0,-2.5,558
5,OO,SLC,ORD,-9.0,-4.0,1250
5,OO,SLC,PDX,-10.0,-6.0,630
5,OO,SLC,PHX,-7.0,-5.0,507
5,OO,SLC,PIH,-5.0,-4.0,150
5,OO,SLC,PSC,-6.5,-6.0,521
5,OO,SLC,PSP,-14.0,-4.0,541
5,OO,SLC,RAP,-8.5,-6.0,508
5,OO,SLC,RDM,-11.0,-5.0,525
5,OO,SLC,RNO,-4.0,-4.0,422
5,OO,SLC,SAN,-5.0,-9.0,626
5,OO,SLC,SAT,-5.5,-5.0,1087
5,OO,SLC,SEA,-12.0,-8.0,689
5,OO,SLC,SFO,-1.0,-1.0,599
5,OO,SLC,SGU,0.0,-4.0,272
5,OO,SLC,SJC,-11.0,-4.0,584
5,OO,SLC,SMF,-9.5,-4.0,532
5,OO,SLC,SNA,-9.5,-3.0,588
5,OO,SLC,STL,-6.0,-2.0,1156
5,OO,SLC,SUN,-3.0,-3.0,222
5,OO,SLC,TUL,3.0,-1.0,926
5,OO,SLC,TUS,-7.5,-4.0,601
5,OO,SLC,TWF,1.0,-5.0,175
5,OO,SMF,DEN,-2.0,-5.0,909
5,OO,SMF,LAX,-1.0,-2.0,373
5,OO,SMF,SEA,-4.0,-4.0,605
5,OO,SMF,SFO,3.0,0.0,86
5,OO,SMF,SLC,-6.0,-4.0,532
5,OO,SMX,LAX,-4.0,-3.0,134
5,OO,SMX,SFO,-13.5,-5.0,216
5,OO,SNA,DEN,-17.0,-9.0,846
5,OO,SNA,SFO,6.5,-1.0,372
5,OO,SNA,SLC,-7.5,-6.0,588
5,OO,SPI,ORD,-6.0,-3.0,174
5,OO,STL,CVG,-6.0,-7.0,308
5,OO,STL,DEN,-11.0,-4.0,770
5,OO,STL,IAH,15.0,4.0,667
5,OO,STL,MSP,-8.5,-6.5,448
5,OO,STL,ORD,-4.0,-1.0,258
5,OO,STL,SFO,-14.0,-1.0,1735
5,OO,STL,SLC,-4.0,-4.5,1156
5,OO,SUN,SLC,-9.0,0.0,222
5,OO,TUL,DEN,-6.0,-5.0,541
5,OO,TUL,IAH,9.0,-1.0,429
5,OO,TUL,MSP,9.0,-3.0,615
5,OO,TUL,ORD,-5.5,-5.5,585
5,OO,TUL,SLC,-9.0,-2.0,926
5,OO,TUS,DEN,-1.0,-3.0,639
5,OO,TUS,IAH,-1.0,-3.0,936
5,OO,TUS,LAX,-0.5,-3.0,451
5,OO,TUS,PDX,-21.5,-5.5,1119
5,OO,TUS,PHX,-6.0,-7.0,110
5,OO,TUS,SFO,4.5,-1.0,751
5,OO,TUS,SLC,-10.0,-6.0,601
5,OO,TVC,MSP,-2.5,-4.0,376
5,OO,TVC,ORD,-4.0,-7.0,224
5,OO,TWF,SLC,-7.5,-4.0,175
5,OO,XNA,ATL,-3.0,-7.0,589
5,OO,XNA,CVG,-9.5,-6.5,562
5,OO,XNA,DEN,-5.0,-2.0,616
5,OO,XNA,MSP,-4.0,-5.0,596
5,OO,XNA,ORD,-2.0,-7.0,522
5,OO,YUM,PHX,-5.0,-7.0,160
5,UA,ALB,ORD,2.0,-1.0,723
5,UA,ANC,DEN,8.0,12.0,2405
5,UA,ANC,IAH,48.0,29.0,3266
5,UA,ANC,ORD,8.0,11.5,2846
5,UA,ANC,SFO,-5.0,3.0,2018
5,UA,ATL,DEN,0.0,3.0,1199
5,UA,ATL,EWR,-4.0,5.0,746
5,UA,ATL,IAH,5.0,11.5,689
5,UA,ATL,ORD,-2.0,6.0,606
5,UA,ATL,SFO,12.5,18.5,2139
5,UA,AUS,DEN,-2.0,1.0,775
5,UA,AUS,EWR,-6.0,5.0,1504
5,UA,AUS,IAD,-4.0,-5.0,1297
5,UA,AUS,IAH,4.0,5.0,140
5,UA,AUS,LAX,59.0,-5.0,1242
5,UA,AUS,ORD,-3.0,3.0,978
5,UA,AUS,SFO,-8.0,4.0,1504
5,UA,BDL,IAD,-1.0,6.0,326
5,UA,BDL,ORD,-8.0,0.0,783
5,UA,BIL,DEN,-10.5,-6.5,455
5,UA,BOI,DEN,3.5,0.0,649
5,UA,BOS,CLE,-32.0,-7.0,563
5,UA,BOS,DEN,0.0,3.5,1754
5,UA,BOS,EWR,-9.0,0.0,200
5,UA,BOS,IAD,-5.0,1.0,413
5,UA,BOS,IAH,-8.0,0.0,1597
5,UA,BOS,LAX,3.0,-1.0,2611
5,UA,BOS,ORD,-3.0,1.0,867
5,UA,BOS,SFO,-2.0,5.0,2704
5,UA,BQN,EWR,-12.0,-2.0,1585
5,UA,BUF,ORD,1.5,-2.0,473
5,UA,BWI,DEN,-8.0,0.0,1491
5,UA,BWI,IAH,-4.5,1.5,1235
5,UA,BWI,LAX,-7.0,0.0,2329
5,UA,BWI,ORD,-9.0,-3.0,622
5,UA,BWI,SFO,-17.0,-1.0,2457
5,UA,CLE,DEN,-6.0,-2.0,1201
5,UA,CLE,EWR,-10.0,-1.0,404
5,UA,CLE,IAH,-10.0,-5.0,1091
5,UA,CLE,LAS,-13.0,-3.0,1824
5,UA,CLE,LAX,-4.0,-2.0,2052
5,UA,CLE,MCO,-15.0,-5.0,895
5,UA,CLE,ORD,-9.5,-2.0,315
5,UA,CLE,SFO,-16.5,-3.0,2161
5,UA,CLE,SJU,-13.0,-2.0,1839
5,UA,CLT,ORD,16.5,21.5,599
5,UA,CMH,DEN,-13.0,0.0,1154
5,UA,CMH,ORD,-3.0,2.0,296
5,UA,DCA,DEN,-1.0,4.0,1476
5,UA,DCA,IAH,1.0,3.0,1208
5,UA,DCA,ORD,-7.5,1.0,612
5,UA,DCA,SFO,-19.0,-1.0,2442
5,UA,DEN,ANC,-6.0,11.0,2405
5,UA,DEN,ATL,-5.0,-2.5,1199
5,UA,DEN,AUS,1.0,-2.0,775
5,UA,DEN,BIL,-3.0,5.5,455
5,UA,DEN,BOI,-7.0,1.0,649
5,UA,DEN,BOS,-12.0,-1.0,1754
5,UA,DEN,BWI,1.0,2.0,1491
5,UA,DEN,CLE,-11.0,-2.0,1201
5,UA,DEN,DCA,-11.0,0.0,1476
5,UA,DEN,DFW,5.5,5.0,641
5,UA,DEN,DSM,2.0,11.0,589
5,UA,DEN,DTW,-9.0,-2.5,1123
5,UA,DEN,EWR,-12.0,4.0,1605
5,UA,DEN,FLL,-9.0,0.0,1703
5,UA,DEN,GEG,-8.0,4.0,836
5,UA,DEN,GRR,-14.0,-6.0,1015
5,UA,DEN,HNL,1.0,5.0,3365
5,UA,DEN,IAD,-8.0,1.0,1452
5,UA,DEN,IAH,7.0,1.0,862
5,UA,DEN,ICT,0.5,-2.5,420
5,UA,DEN,IND,-8.0,-2.0,977
5,UA,DEN,JAC,-2.0,4.0,406
5,UA,DEN,KOA,-4.0,12.0,3329
5,UA,DEN,LAS,-2.0,0.0,628
5,UA,DEN,LAX,-1.0,2.0,862
5,UA,DEN,LGA,-11.0,4.0,1620
5,UA,DEN,LIH,-1.0,0.0,3414
5,UA,DEN,MCO,-2.5,-1.0,1546
5,UA,DEN,MSP,-7.0,0.0,680
5,UA,DEN,MSY,7.0,1.0,1062
5,UA,DEN,OGG,2.0,3.0,3302
5,UA,DEN,OKC,6.5,1.5,495
5,UA,DEN,OMA,6.0,10.0,472
5,UA,DEN,ORD,-1.0,4.0,888
5,UA,DEN,PDX,-12.0,3.0,991
5,UA,DEN,PHL,-3.0,0.0,1558
5,UA,DEN,PHX,-3.5,2.0,602
5,UA,DEN,PIT,-9.0,1.5,1290
5,UA,DEN,PSP,-3.0,0.0,776
5,UA,DEN,RNO,-9.0,3.0,804
5,UA,DEN,SAN,-4.0,1.0,853
5,UA,DEN,SAT,-3.5,-1.0,794
5,UA,DEN,SDF,-21.0,-5.0,1024
5,UA,DEN,SEA,-1.0,8.5,1024
5,UA,DEN,SFO,-4.0,3.0,967
5,UA,DEN,SJC,-8.0,3.0,948
5,UA,DEN,SLC,6.0,7.0,391
5,UA,DEN,SMF,-10.0,3.0,909
5,UA,DEN,SNA,-8.0,0.0,846
5,UA,DEN,TPA,-2.0,0.0,1506
5,UA,DFW,DEN,3.0,2.5,641
5,UA,DFW,EWR,-7.0,4.0,1372
5,UA,DFW,IAD,-5.5,-3.0,1172
5,UA,DFW,IAH,4.0,-1.0,224
5,UA,DFW,LAX,-14.5,-6.0,1235
5,UA,DFW,ORD,-5.5,1.5,802
5,UA,DFW,SFO,3.5,5.0,1464
5,UA,DSM,DEN,-10.5,-4.0,589
5,UA,DSM,ORD,-4.5,2.0,299
5,UA,DTW,DEN,6.0,1.0,1123
5,UA,DTW,IAH,-13.0,-4.0,1075
5,UA,DTW,ORD,4.0,-3.0,235
5,UA,EWR,ATL,-12.0,-1.0,746
5,UA,EWR,AUS,-4.0,4.5,1504
5,UA,EWR,BOS,-6.0,1.0,200
5,UA,EWR,BQN,-13.0,8.0,1585
5,UA,EWR,CLE,-13.0,0.0,404
5,UA,EWR,DEN,-7.0,3.0,1605
5,UA,EWR,DFW,-12.0,3.0,1372
5,UA,EWR,FLL,-19.0,-1.0,1065
5,UA,EWR,HNL,-16.0,1.0,4962
5,UA,EWR,IAD,-8.0,-1.0,212
5,UA,EWR,IAH,-5.0,2.0,1400
5,UA,EWR,LAS,-10.0,2.0,2227
5,UA,EWR,LAX,-7.0,2.0,2454
5,UA,EWR,MCO,-14.0,0.0,937
5,UA,EWR,MIA,-13.0,1.0,1085
5,UA,EWR,MSY,-19.0,0.0,1167
5,UA,EWR,OMA,-7.0,6.5,1134
5,UA,EWR,ORD,-5.0,2.0,719
5,UA,EWR,PBI,-12.0,1.0,1023
5,UA,EWR,PDX,-11.0,13.0,2434
5,UA,EWR,PHX,-16.0,0.0,2133
5,UA,EWR,RSW,-16.5,-0.5,1068
5,UA,EWR,SAN,-9.0,0.0,2425
5,UA,EWR,SAT,-20.0,0.0,1569
5,UA,EWR,SDF,-14.0,1.0,642
5,UA,EWR,SEA,-13.5,3.5,2402
5,UA,EWR,SFO,-6.0,4.0,2565
5,UA,EWR,SJU,-7.0,0.0,1608
5,UA,EWR,SNA,-10.0,0.5,2434
5,UA,EWR,SRQ,-22.0,-8.0,1034
5,UA,EWR,STL,-15.0,-0.5,872
5,UA,EWR,STT,-25.0,-2.0,1634
5,UA,EWR,TPA,-12.0,2.0,997
5,UA,FLL,DEN,-22.0,-2.0,1703
5,UA,FLL,EWR,-13.0,-3.0,1065
5,UA,FLL,IAH,-12.0,-2.0,966
5,UA,FLL,ORD,-15.0,-3.0,1182
5,UA,FLL,SFO,-21.0,-1.0,2584
5,UA,GEG,DEN,-4.0,-4.0,836
5,UA,GRR,DEN,-14.0,-5.0,1015
5,UA,GRR,ORD,-8.0,-2.0,137
5,UA,GUM,HNL,3.0,9.0,3801
5,UA,HNL,DEN,-15.0,0.0,3365
5,UA,HNL,EWR,-17.0,-5.0,4962
5,UA,HNL,GUM,-1.5,7.5,3801
5,UA,HNL,IAD,-15.0,-5.0,4817
5,UA,HNL,IAH,-4.0,7.0,3904
5,UA,HNL,LAX,-12.0,-3.0,2556
5,UA,HNL,ORD,-12.0,2.5,4243
5,UA,HNL,SFO,-10.0,2.0,2398
5,UA,IAD,AUS,-2.0,-1.5,1297
5,UA,IAD,BDL,-10.0,-2.0,326
5,UA,IAD,BOS,-6.0,1.0,413
5,UA,IAD,DEN,-4.0,1.0,1452
5,UA,IAD,DFW,20.0,16.0,1172
5,UA,IAD,EWR,-17.0,3.0,212
5,UA,IAD,HNL,-7.0,0.0,4817
5,UA,IAD,IAH,-4.0,0.0,1190
5,UA,IAD,IND,-16.0,-2.0,476
5,UA,IAD,LAS,-9.5,2.0,2065
5,UA,IAD,LAX,-1.0,2.0,2288
5,UA,IAD,MCO,-8.0,1.0,758
5,UA,IAD,MSY,-9.0,0.0,955
5,UA,IAD,ORD,-4.0,1.0,589
5,UA,IAD,PDX,-2.0,18.0,2327
5,UA,IAD,PHX,-8.0,11.5,1956
5,UA,IAD,RDU,0.5,3.0,224
5,UA,IAD,SAN,-9.0,0.0,2253
5,UA,IAD,SDF,-19.0,-1.0,451
5,UA,IAD,SEA,-8.0,6.0,2306
5,UA,IAD,SFO,-11.0,1.0,2419
5,UA,IAD,SJU,-6.0,4.5,1571
5,UA,IAD,SMF,8.0,18.0,2358
5,UA,IAD,STT,-9.0,1.0,1606
5,UA,IAD,TPA,-5.0,1.0,811
5,UA,IAH,ANC,28.0,30.0,3266
5,UA,IAH,ATL,12.5,11.5,689
5,UA,IAH,AUS,13.0,17.0,140
5,UA,IAH,BOS,6.0,9.0,1597
5,UA,IAH,BWI,-4.0,1.0,1235
5,UA,IAH,CLE,-3.0,1.5,1091
5,UA,IAH,DCA,2.0,4.0,1208
5,UA,IAH,DEN,6.0,6.0,862
5,UA,IAH,DFW,8.5,16.5,224
5,UA,IAH,DTW,-15.0,-1.0,1075
5,UA,IAH,EWR,4.0,10.0,1400
5,UA,IAH,FLL,3.5,4.0,966
5,UA,IAH,HNL,12.0,8.0,3904
5,UA,IAH,IAD,2.0,4.0,1190
5,UA,IAH,IND,13.0,10.0,844
5,UA,IAH,LAS,0.0,7.0,1222
5,UA,IAH,LAX,9.0,9.0,1379
5,UA,IAH,LGA,-4.0,4.0,1416
5,UA,IAH,MCO,3.0,4.5,854
5,UA,IAH,MIA,5.0,5.0,964
5,UA,IAH,MSP,2.0,7.0,1034
5,UA,IAH,MSY,4.0,4.0,305
5,UA,IAH,OMA,2.0,-0.5,781
5,UA,IAH,ORD,0.0,8.0,925
5,UA,IAH,PBI,12.0,13.0,956
5,UA,IAH,PDX,-2.0,11.0,1825
5,UA,IAH,PHL,-1.5,3.0,1325
5,UA,IAH,PHX,2.5,4.5,1009
5,UA,IAH,PIT,-9.0,1.0,1117
5,UA,IAH,RDU,-9.0,-1.0,1042
5,UA,IAH,RSW,7.0,5.0,861
5,UA,IAH,SAN,4.0,5.0,1303
5,UA,IAH,SAT,2.0,4.0,191
5,UA,IAH,SDF,-11.0,-3.0,788
5,UA,IAH,SEA,-0.5,10.5,1874
5,UA,IAH,SFO,11.0,15.0,1635
5,UA,IAH,SJC,1.0,2.0,1608
5,UA,IAH,SJU,-5.5,2.0,2007
5,UA,IAH,SLC,18.0,28.0,1195
5,UA,IAH,SMF,3.0,9.0,1609
5,UA,IAH,SNA,1.0,2.5,1346
5,UA,IAH,TPA,5.0,6.0,787
5,UA,ICT,DEN,-2.0,-3.0,420
5,UA,IND,DEN,-16.0,-3.0,977
5,UA,IND,IAD,-6.0,-6.0,476
5,UA,IND,IAH,4.5,0.0,844
5,UA,IND,ORD,7.0,3.5,177
5,UA,IND,SFO,-15.0,-5.0,1943
5,UA,ITO,LAX,-11.5,4.5,2449
5,UA,JAC,DEN,-14.0,-7.0,406
5,UA,JAX,EWR,-13.0,-2.0,820
5,UA,JFK,LAX,-6.0,-2.0,2475
5,UA,JFK,SFO,-9.5,-2.0,2586
5,UA,KOA,DEN,-22.0,-6.0,3329
5,UA,KOA,LAX,-19.0,-6.0,2504
5,UA,KOA,SFO,-11.0,-1.0,2367
5,UA,LAS,CLE,-11.0,-4.0,1824
5,UA,LAS,DEN,-7.0,-5.0,628
5,UA,LAS,EWR,-11.0,-3.0,2227
5,UA,LAS,IAD,-11.5,-2.0,2065
5,UA,LAS,IAH,-3.0,-3.0,1222
5,UA,LAS,LAX,2.0,-2.0,236
5,UA,LAS,ORD,-6.0,-2.0,1514
5,UA,LAS,SFO,-2.5,0.0,414
5,UA,LAX,AUS,-14.5,-2.0,1242
5,UA,LAX,BOS,-13.0,-3.0,2611
5,UA,LAX,BWI,-11.0,3.0,2329
5,UA,LAX,CLE,-10.0,4.0,2052
5,UA,LAX,DEN,-5.0,0.0,862
5,UA,LAX,DFW,-3.5,-2.5,1235
5,UA,LAX,EWR,-14.0,1.5,2454
5,UA,LAX,HNL,4.0,8.0,2556
5,UA,LAX,IAD,-9.0,0.0,2288
5,UA,LAX,IAH,-1.0,1.0,1379
5,UA,LAX,ITO,-6.0,1.5,2449
5,UA,LAX,JFK,-16.0,-3.0,2475
5,UA,LAX,KOA,-5.0,1.0,2504
5,UA,LAX,LAS,-10.0,-4.0,236
5,UA,LAX,LIH,-5.0,-2.0,2615
5,UA,LAX,MCO,-9.0,-3.0,2218
5,UA,LAX,MSY,-9.0,-2.0,1670
5,UA,LAX,OGG,1.0,2.5,2486
5,UA,LAX,ORD,-8.0,1.0,1744
5,UA,LAX,PHX,-11.5,-5.5,370
5,UA,LAX,SAT,-19.0,-7.0,1211
5,UA,LAX,SEA,-22.0,-5.0,954
5,UA,LAX,SFO,0.0,1.0,337
5,UA,LGA,DEN,-5.0,2.0,1620
5,UA,LGA,IAH,-12.0,-1.0,1416
5,UA,LGA,ORD,-9.0,-1.0,733
5,UA,LIH,DEN,-11.0,-2.0,3414
5,UA,LIH,LAX,-22.0,-4.0,2615
5,UA,LIH,SFO,-20.0,-7.0,2447
5,UA,MCI,ORD,-1.0,2.0,403
5,UA,MCO,CLE,-14.5,-5.0,895
5,UA,MCO,DEN,-6.0,0.0,1546
5,UA,MCO,EWR,-9.0,-1.0,937
5,UA,MCO,IAD,-0.5,5.5,758
5,UA,MCO,IAH,-3.0,2.0,854
5,UA,MCO,LAX,2.0,2.0,2218
5,UA,MCO,ORD,-10.0,-1.0,1005
5,UA,MCO,SFO,-12.0,0.0,2446
5,UA,MDT,ORD,-7.0,-4.0,594
5,UA,MIA,EWR,-7.5,0.0,1085
5,UA,MIA,IAH,-7.0,4.0,964
5,UA,MIA,ORD,-17.0,-1.5,1197
5,UA,MSN,ORD,10.0,9.0,108
5,UA,MSP,DEN,-3.0,1.0,680
5,UA,MSP,EWR,-5.5,6.0,1008
5,UA,MSP,IAH,0.5,-2.5,1034
5,UA,MSP,ORD,3.0,4.0,334
5,UA,MSP,SFO,15.0,25.0,1589
5,UA,MSY,DEN,-1.0,1.0,1062
5,UA,MSY,EWR,-3.0,2.0,1167
5,UA,MSY,IAD,-13.0,-4.0,955
5,UA,MSY,IAH,-1.5,1.0,305
5,UA,MSY,LAX,7.0,6.5,1670
5,UA,MSY,ORD,-3.5,2.0,837
5,UA,MSY,SFO,13.0,17.0,1911
5,UA,OGG,DEN,-7.0,1.0,3302
